geometry
LINESTRING (144.960916 -37.822377, 144.960887 -37.822488)
LINESTRING (144.960887 -37.822488, 144.960881 -37.822514)
LINESTRING (144.960881 -37.822514, 144.960874 -37.822539)
LINESTRING (144.960874 -37.822539, 144.96086 -37.822582)
LINESTRING (144.96086 -37.822582, 144.960845 -37.822627)
LINESTRING (144.960845 -37.822627, 144.960793 -37.822794)
LINESTRING (144.960793 -37.822794, 144.960753 -37.822823)
LINESTRING (144.960753 -37.822823, 144.96069 -37.822858)
LINESTRING (144.96069 -37.822858, 144.960319 -37.823046)
LINESTRING (144.960319 -37.823046, 144.960223 -37.823076)
LINESTRING (144.960223 -37.823076, 144.960158 -37.823086)
LINESTRING (144.960158 -37.823086, 144.96003 -37.823105)
LINESTRING (144.96003 -37.823105, 144.959843 -37.823135)
LINESTRING (144.959843 -37.823135, 144.959784 -37.823156)
LINESTRING (144.959784 -37.823156, 144.959731 -37.823157)
LINESTRING (144.960712 -37.823079, 144.960756 -37.823085)
LINESTRING (144.960756 -37.823085, 144.960815 -37.823093)
LINESTRING (144.960815 -37.823093, 144.960816 -37.823093)
LINESTRING (144.960816 -37.823093, 144.960862 -37.823099)
LINESTRING (144.960862 -37.823099, 144.960866 -37.8231)
LINESTRING (144.960866 -37.8231, 144.960948 -37.823111)
LINESTRING (144.960948 -37.823111, 144.961031 -37.823119)
LINESTRING (144.96065 -37.823123, 144.960632 -37.823174)
LINESTRING (144.960632 -37.823174, 144.960583 -37.823323)
LINESTRING (144.960583 -37.823323, 144.960556 -37.823406)
LINESTRING (144.960556 -37.823406, 144.960555 -37.823421)
LINESTRING (144.960555 -37.823421, 144.960554 -37.823435)
LINESTRING (144.960554 -37.823435, 144.96057 -37.823468)
LINESTRING (144.96057 -37.823468, 144.960569 -37.823506)
LINESTRING (144.960569 -37.823506, 144.960552 -37.823561)
LINESTRING (144.960552 -37.823561, 144.960446 -37.823922)
LINESTRING (144.960446 -37.823922, 144.960292 -37.824411)
LINESTRING (144.960555 -37.823421, 144.96058 -37.823427)
LINESTRING (144.96058 -37.823427, 144.960649 -37.823434)
LINESTRING (144.960649 -37.823434, 144.960715 -37.823442)
LINESTRING (144.960715 -37.823442, 144.960719 -37.823443)
LINESTRING (144.960719 -37.823443, 144.960757 -37.823447)
LINESTRING (144.960757 -37.823447, 144.960759 -37.823447)
LINESTRING (144.960759 -37.823447, 144.960822 -37.823454)
LINESTRING (144.960822 -37.823454, 144.960896 -37.823464)
LINESTRING (144.960896 -37.823464, 144.96093 -37.82344)
LINESTRING (144.96093 -37.82344, 144.96096 -37.823356)
LINESTRING (144.96096 -37.823356, 144.961005 -37.823215)
LINESTRING (144.961005 -37.823215, 144.961024 -37.823146)
LINESTRING (144.961024 -37.823146, 144.961031 -37.823119)
LINESTRING (144.965859 -37.81988, 144.96582 -37.819886)
LINESTRING (144.96582 -37.819886, 144.965774 -37.819892)
LINESTRING (144.965774 -37.819892, 144.965599 -37.819917)
LINESTRING (144.965599 -37.819917, 144.965409 -37.819942)
LINESTRING (144.965859 -37.81988, 144.966049 -37.819842)
LINESTRING (144.950092 -37.817903, 144.950146 -37.81795)
LINESTRING (144.950146 -37.81795, 144.950221 -37.818041)
LINESTRING (144.950221 -37.818041, 144.950264 -37.818097)
LINESTRING (144.966644 -37.820475, 144.96675 -37.820553)
LINESTRING (144.96675 -37.820553, 144.966847 -37.820773)
LINESTRING (144.965817 -37.820859, 144.965845 -37.820815)
LINESTRING (144.965845 -37.820815, 144.965872 -37.820806)
LINESTRING (144.965872 -37.820806, 144.965903 -37.820797)
LINESTRING (144.966157 -37.820635, 144.966104 -37.820741)
LINESTRING (144.957312 -37.823053, 144.95733 -37.823044)
LINESTRING (144.95733 -37.823044, 144.957394 -37.823126)
LINESTRING (144.962947 -37.821607, 144.962874 -37.821646)
LINESTRING (144.962874 -37.821646, 144.962768 -37.82171)
LINESTRING (144.962768 -37.82171, 144.962264 -37.821215)
LINESTRING (144.962264 -37.821215, 144.962228 -37.821186)
LINESTRING (144.962228 -37.821186, 144.962159 -37.821149)
LINESTRING (144.962159 -37.821149, 144.96191 -37.82103)
LINESTRING (144.965111 -37.820097, 144.965123 -37.820133)
LINESTRING (144.964983 -37.820152, 144.964935 -37.820115)
LINESTRING (144.964935 -37.820115, 144.964641 -37.82018)
LINESTRING (144.964641 -37.82018, 144.964636 -37.820163)
LINESTRING (144.965453 -37.820019, 144.965405 -37.820004)
LINESTRING (144.965405 -37.820004, 144.965099 -37.82006)
LINESTRING (144.965099 -37.82006, 144.965082 -37.820063)
LINESTRING (144.965082 -37.820063, 144.964988 -37.820081)
LINESTRING (144.965849 -37.819948, 144.965831 -37.819924)
LINESTRING (144.965831 -37.819924, 144.965825 -37.819905)
LINESTRING (144.96582 -37.819886, 144.965825 -37.819905)
LINESTRING (144.966446 -37.819856, 144.966435 -37.819812)
LINESTRING (144.964629 -37.820142, 144.964636 -37.820163)
LINESTRING (144.962681 -37.820588, 144.962604 -37.820635)
LINESTRING (144.962604 -37.820635, 144.962387 -37.820685)
LINESTRING (144.962387 -37.820685, 144.962282 -37.820775)
LINESTRING (144.962282 -37.820775, 144.962239 -37.820812)
LINESTRING (144.962239 -37.820812, 144.962345 -37.820909)
LINESTRING (144.963493 -37.820405, 144.963576 -37.820408)
LINESTRING (144.963576 -37.820408, 144.963774 -37.820367)
LINESTRING (144.963774 -37.820367, 144.963836 -37.820519)
LINESTRING (144.963731 -37.82123, 144.963865 -37.821193)
LINESTRING (144.963865 -37.821193, 144.963883 -37.821189)
LINESTRING (144.963883 -37.821189, 144.963917 -37.821158)
LINESTRING (144.963917 -37.821158, 144.964165 -37.821092)
LINESTRING (144.964165 -37.821092, 144.964309 -37.821053)
LINESTRING (144.963883 -37.821189, 144.963877 -37.821287)
LINESTRING (144.963877 -37.821287, 144.963912 -37.821375)
LINESTRING (144.963912 -37.821375, 144.963935 -37.821429)
LINESTRING (144.963813 -37.821303, 144.963877 -37.821287)
LINESTRING (144.95045 -37.824253, 144.950456 -37.824104)
LINESTRING (144.950456 -37.824104, 144.950459 -37.824077)
LINESTRING (144.950459 -37.824077, 144.950461 -37.824058)
LINESTRING (144.950449 -37.824286, 144.95045 -37.824253)
LINESTRING (144.950748 -37.824109, 144.950742 -37.824258)
LINESTRING (144.95075 -37.824065, 144.950749 -37.824085)
LINESTRING (144.950749 -37.824085, 144.950748 -37.824109)
LINESTRING (144.950742 -37.824258, 144.95074 -37.8243)
LINESTRING (144.951639 -37.824686, 144.951634 -37.824662)
LINESTRING (144.951634 -37.824662, 144.951624 -37.824621)
LINESTRING (144.951624 -37.824621, 144.951576 -37.824437)
LINESTRING (144.951575 -37.824359, 144.951575 -37.824326)
LINESTRING (144.9525 -37.82458, 144.952203 -37.824607)
LINESTRING (144.952203 -37.824607, 144.951634 -37.824662)
LINESTRING (144.951634 -37.824662, 144.951535 -37.824672)
LINESTRING (144.957452 -37.817068, 144.957405 -37.817257)
LINESTRING (144.957405 -37.817257, 144.957391 -37.817364)
LINESTRING (144.957811 -37.81492, 144.957742 -37.814765)
LINESTRING (144.957907 -37.814878, 144.957842 -37.814735)
LINESTRING (144.958049 -37.815438, 144.958117 -37.815588)
LINESTRING (144.958121 -37.815423, 144.958195 -37.815568)
LINESTRING (144.945991 -37.811547, 144.94584 -37.81139)
LINESTRING (144.963356 -37.816315, 144.963372 -37.816347)
LINESTRING (144.963372 -37.816347, 144.96338 -37.816363)
LINESTRING (144.96338 -37.816363, 144.963385 -37.816374)
LINESTRING (144.963385 -37.816374, 144.96339 -37.816383)
LINESTRING (144.96339 -37.816383, 144.963403 -37.816411)
LINESTRING (144.963403 -37.816411, 144.963408 -37.81642)
LINESTRING (144.963408 -37.81642, 144.963415 -37.816434)
LINESTRING (144.96654 -37.814358, 144.966537 -37.814351)
LINESTRING (144.96634 -37.813414, 144.96635 -37.813438)
LINESTRING (144.96635 -37.813438, 144.966366 -37.813473)
LINESTRING (144.966637 -37.814048, 144.966646 -37.814065)
LINESTRING (144.966646 -37.814065, 144.96665 -37.814072)
LINESTRING (144.96665 -37.814072, 144.966678 -37.814129)
LINESTRING (144.966678 -37.814129, 144.966756 -37.814289)
LINESTRING (144.966756 -37.814289, 144.966759 -37.814295)
LINESTRING (144.966275 -37.813214, 144.966298 -37.81326)
LINESTRING (144.961918 -37.814511, 144.961943 -37.814559)
LINESTRING (144.961943 -37.814559, 144.961961 -37.814595)
LINESTRING (144.961961 -37.814595, 144.961974 -37.814622)
LINESTRING (144.961974 -37.814622, 144.96199 -37.814655)
LINESTRING (144.96199 -37.814655, 144.962018 -37.814713)
LINESTRING (144.957691 -37.818173, 144.957674 -37.81846)
LINESTRING (144.957674 -37.81846, 144.957323 -37.818557)
LINESTRING (144.957323 -37.818557, 144.957155 -37.818486)
LINESTRING (144.957155 -37.818486, 144.957009 -37.818374)
LINESTRING (144.956072 -37.814219, 144.956037 -37.814141)
LINESTRING (144.956037 -37.814141, 144.955994 -37.814046)
LINESTRING (144.955994 -37.814046, 144.955966 -37.813991)
LINESTRING (144.953595 -37.818224, 144.953553 -37.818205)
LINESTRING (144.953553 -37.818205, 144.953319 -37.818266)
LINESTRING (144.95728 -37.825499, 144.957288 -37.825472)
LINESTRING (144.957288 -37.825472, 144.957309 -37.82545)
LINESTRING (144.957309 -37.82545, 144.957576 -37.825224)
LINESTRING (144.957576 -37.825224, 144.957667 -37.825149)
LINESTRING (144.957667 -37.825149, 144.957728 -37.8251)
LINESTRING (144.957728 -37.8251, 144.958463 -37.824496)
LINESTRING (144.958463 -37.824496, 144.958482 -37.824486)
LINESTRING (144.958482 -37.824486, 144.958499 -37.824474)
LINESTRING (144.958499 -37.824474, 144.958561 -37.82443)
LINESTRING (144.958561 -37.82443, 144.958625 -37.824385)
LINESTRING (144.958625 -37.824385, 144.958825 -37.824238)
LINESTRING (144.958825 -37.824238, 144.958881 -37.824197)
LINESTRING (144.958881 -37.824197, 144.958869 -37.824181)
LINESTRING (144.958869 -37.824181, 144.958868 -37.824166)
LINESTRING (144.958868 -37.824166, 144.958876 -37.824151)
LINESTRING (144.958876 -37.824151, 144.958924 -37.82411)
LINESTRING (144.958924 -37.82411, 144.959549 -37.823593)
LINESTRING (144.959549 -37.823593, 144.959629 -37.823537)
LINESTRING (144.959629 -37.823537, 144.959701 -37.8235)
LINESTRING (144.959701 -37.8235, 144.95972 -37.82349)
LINESTRING (144.95972 -37.82349, 144.959799 -37.823452)
LINESTRING (144.959799 -37.823452, 144.959948 -37.823406)
LINESTRING (144.959948 -37.823406, 144.960114 -37.82337)
LINESTRING (144.960114 -37.82337, 144.960236 -37.823363)
LINESTRING (144.960236 -37.823363, 144.960279 -37.823365)
LINESTRING (144.960279 -37.823365, 144.96037 -37.82337)
LINESTRING (144.96037 -37.82337, 144.960477 -37.823385)
LINESTRING (144.960477 -37.823385, 144.960555 -37.823421)
LINESTRING (144.961031 -37.823119, 144.96118 -37.822653)
LINESTRING (144.96118 -37.822653, 144.961212 -37.822554)
LINESTRING (144.961212 -37.822554, 144.961356 -37.8221)
LINESTRING (144.961356 -37.8221, 144.961491 -37.821656)
LINESTRING (144.96093 -37.82344, 144.960956 -37.823433)
LINESTRING (144.960956 -37.823433, 144.960989 -37.823431)
LINESTRING (144.960989 -37.823431, 144.961117 -37.823447)
LINESTRING (144.961117 -37.823447, 144.961423 -37.823479)
LINESTRING (144.961423 -37.823479, 144.961563 -37.823499)
LINESTRING (144.961563 -37.823499, 144.961676 -37.823521)
LINESTRING (144.961676 -37.823521, 144.961778 -37.823548)
LINESTRING (144.961778 -37.823548, 144.961879 -37.823582)
LINESTRING (144.961879 -37.823582, 144.961997 -37.823633)
LINESTRING (144.961997 -37.823633, 144.962126 -37.823699)
LINESTRING (144.962126 -37.823699, 144.962297 -37.823787)
LINESTRING (144.962297 -37.823787, 144.962322 -37.823806)
LINESTRING (144.962322 -37.823806, 144.962342 -37.823837)
LINESTRING (144.962342 -37.823837, 144.962364 -37.823829)
LINESTRING (144.962364 -37.823829, 144.962413 -37.823785)
LINESTRING (144.962413 -37.823785, 144.962513 -37.823696)
LINESTRING (144.962513 -37.823696, 144.962586 -37.823631)
LINESTRING (144.962586 -37.823631, 144.962549 -37.823631)
LINESTRING (144.962549 -37.823631, 144.962512 -37.82362)
LINESTRING (144.962512 -37.82362, 144.962364 -37.823543)
LINESTRING (144.962364 -37.823543, 144.962157 -37.823438)
LINESTRING (144.962157 -37.823438, 144.961991 -37.823364)
LINESTRING (144.961991 -37.823364, 144.961944 -37.823348)
LINESTRING (144.961944 -37.823348, 144.961848 -37.823316)
LINESTRING (144.961848 -37.823316, 144.961713 -37.823277)
LINESTRING (144.961713 -37.823277, 144.961567 -37.823244)
LINESTRING (144.961567 -37.823244, 144.961468 -37.823219)
LINESTRING (144.961468 -37.823219, 144.961031 -37.823119)
LINESTRING (144.962342 -37.823837, 144.962362 -37.823844)
LINESTRING (144.962362 -37.823844, 144.962399 -37.823873)
LINESTRING (144.962399 -37.823873, 144.96253 -37.823972)
LINESTRING (144.96253 -37.823972, 144.962591 -37.82402)
LINESTRING (144.962606 -37.824007, 144.962637 -37.823969)
LINESTRING (144.962637 -37.823969, 144.96267 -37.823943)
LINESTRING (144.96267 -37.823943, 144.962762 -37.823869)
LINESTRING (144.962762 -37.823869, 144.962828 -37.823817)
LINESTRING (144.962828 -37.823817, 144.962833 -37.823794)
LINESTRING (144.962833 -37.823794, 144.963334 -37.823368)
LINESTRING (144.963334 -37.823368, 144.963683 -37.823064)
LINESTRING (144.963683 -37.823064, 144.963913 -37.822874)
LINESTRING (144.963913 -37.822874, 144.96402 -37.822806)
LINESTRING (144.96402 -37.822806, 144.963967 -37.822771)
LINESTRING (144.963967 -37.822771, 144.9638 -37.82266)
LINESTRING (144.9638 -37.82266, 144.963736 -37.822617)
LINESTRING (144.963736 -37.822617, 144.963727 -37.822599)
LINESTRING (144.96402 -37.822806, 144.964071 -37.822808)
LINESTRING (144.964071 -37.822808, 144.964178 -37.822781)
LINESTRING (144.964178 -37.822781, 144.964255 -37.822744)
LINESTRING (144.964255 -37.822744, 144.964329 -37.822708)
LINESTRING (144.964329 -37.822708, 144.964443 -37.822652)
LINESTRING (144.964443 -37.822652, 144.964406 -37.822621)
LINESTRING (144.964406 -37.822621, 144.964326 -37.822568)
LINESTRING (144.964326 -37.822568, 144.964178 -37.822468)
LINESTRING (144.964178 -37.822468, 144.96413 -37.822435)
LINESTRING (144.96413 -37.822435, 144.964058 -37.822415)
LINESTRING (144.962828 -37.823817, 144.963263 -37.824137)
LINESTRING (144.963263 -37.824137, 144.963682 -37.824445)
LINESTRING (144.963682 -37.824445, 144.964226 -37.823989)
LINESTRING (144.964226 -37.823989, 144.964772 -37.823531)
LINESTRING (144.964772 -37.823531, 144.964884 -37.823426)
LINESTRING (144.964884 -37.823426, 144.964977 -37.823316)
LINESTRING (144.964977 -37.823316, 144.964999 -37.823282)
LINESTRING (144.964999 -37.823282, 144.965037 -37.823224)
LINESTRING (144.965037 -37.823224, 144.965078 -37.823138)
LINESTRING (144.965078 -37.823138, 144.965126 -37.823074)
LINESTRING (144.965126 -37.823074, 144.96516 -37.823029)
LINESTRING (144.96516 -37.823029, 144.965217 -37.822953)
LINESTRING (144.965217 -37.822953, 144.965091 -37.822892)
LINESTRING (144.965091 -37.822892, 144.965061 -37.822886)
LINESTRING (144.965061 -37.822886, 144.964965 -37.822865)
LINESTRING (144.964965 -37.822865, 144.964556 -37.8227)
LINESTRING (144.964556 -37.8227, 144.964496 -37.822657)
LINESTRING (144.964496 -37.822657, 144.964443 -37.822652)
LINESTRING (144.957087 -37.823051, 144.956887 -37.82315)
LINESTRING (144.957124 -37.823093, 144.957087 -37.823051)
LINESTRING (144.957087 -37.823051, 144.957215 -37.822985)
LINESTRING (144.957215 -37.822985, 144.9572 -37.82297)
LINESTRING (144.965617 -37.817876, 144.965639 -37.817922)
LINESTRING (144.965639 -37.817922, 144.965664 -37.817972)
LINESTRING (144.965664 -37.817972, 144.965683 -37.818001)
LINESTRING (144.965683 -37.818001, 144.965695 -37.818045)
LINESTRING (144.96521 -37.81942, 144.965227 -37.819474)
LINESTRING (144.950064 -37.809998, 144.94998 -37.810027)
LINESTRING (144.94998 -37.810027, 144.949848 -37.81007)
LINESTRING (144.950064 -37.809998, 144.95011 -37.810059)
LINESTRING (144.95011 -37.810059, 144.950166 -37.810137)
LINESTRING (144.950064 -37.809998, 144.949609 -37.809333)
LINESTRING (144.950064 -37.809998, 144.952156 -37.809196)
LINESTRING (144.963963 -37.809738, 144.963948 -37.809743)
LINESTRING (144.963948 -37.809743, 144.963907 -37.809755)
LINESTRING (144.963907 -37.809755, 144.963902 -37.809756)
LINESTRING (144.963902 -37.809756, 144.963872 -37.809766)
LINESTRING (144.963872 -37.809766, 144.963867 -37.809767)
LINESTRING (144.963867 -37.809767, 144.963829 -37.809779)
LINESTRING (144.963829 -37.809779, 144.963809 -37.809785)
LINESTRING (144.953166 -37.815271, 144.953073 -37.815078)
LINESTRING (144.953073 -37.815078, 144.95304 -37.815005)
LINESTRING (144.96402 -37.822806, 144.9641 -37.822867)
LINESTRING (144.9641 -37.822867, 144.964314 -37.822973)
LINESTRING (144.964314 -37.822973, 144.964426 -37.823042)
LINESTRING (144.964426 -37.823042, 144.964416 -37.823094)
LINESTRING (144.964416 -37.823094, 144.96444 -37.823119)
LINESTRING (144.96444 -37.823119, 144.964614 -37.823189)
LINESTRING (144.964614 -37.823189, 144.964912 -37.823279)
LINESTRING (144.964912 -37.823279, 144.964999 -37.823282)
LINESTRING (144.964999 -37.823282, 144.96511 -37.823315)
LINESTRING (144.961021 -37.812185, 144.96115 -37.812497)
LINESTRING (144.954273 -37.821921, 144.954199 -37.821948)
LINESTRING (144.944478 -37.809609, 144.944437 -37.809555)
LINESTRING (144.944437 -37.809555, 144.94437 -37.809467)
LINESTRING (144.94437 -37.809467, 144.944314 -37.809394)
LINESTRING (144.954297 -37.814468, 144.953851 -37.814595)
LINESTRING (144.953851 -37.814595, 144.952451 -37.814992)
LINESTRING (144.954023 -37.817019, 144.954002 -37.816975)
LINESTRING (144.954002 -37.816975, 144.953991 -37.816952)
LINESTRING (144.952451 -37.814992, 144.952486 -37.81506)
LINESTRING (144.952486 -37.81506, 144.952528 -37.81515)
LINESTRING (144.952528 -37.81515, 144.952552 -37.815222)
LINESTRING (144.966668 -37.817991, 144.966659 -37.817975)
LINESTRING (144.966659 -37.817975, 144.966657 -37.817972)
LINESTRING (144.966657 -37.817972, 144.966655 -37.817969)
LINESTRING (144.966655 -37.817969, 144.966646 -37.817952)
LINESTRING (144.96581 -37.8188, 144.965814 -37.818816)
LINESTRING (144.965814 -37.818816, 144.965825 -37.818844)
LINESTRING (144.966316 -37.818683, 144.966328 -37.81872)
LINESTRING (144.966328 -37.81872, 144.966334 -37.818739)
LINESTRING (144.966472 -37.818647, 144.966486 -37.818682)
LINESTRING (144.966486 -37.818682, 144.966495 -37.818705)
LINESTRING (144.966408 -37.818519, 144.966419 -37.818545)
LINESTRING (144.966419 -37.818545, 144.966433 -37.81858)
LINESTRING (144.966254 -37.818559, 144.966264 -37.818586)
LINESTRING (144.966264 -37.818586, 144.966275 -37.818616)
LINESTRING (144.965755 -37.818687, 144.965763 -37.818709)
LINESTRING (144.965763 -37.818709, 144.965773 -37.818733)
LINESTRING (144.965684 -37.818526, 144.965698 -37.818563)
LINESTRING (144.965698 -37.818563, 144.965719 -37.818601)
LINESTRING (144.966327 -37.818338, 144.966344 -37.818378)
LINESTRING (144.966344 -37.818378, 144.966364 -37.818418)
LINESTRING (144.966163 -37.818386, 144.966182 -37.818431)
LINESTRING (144.966182 -37.818431, 144.966199 -37.818465)
LINESTRING (144.966248 -37.81821, 144.966271 -37.818259)
LINESTRING (144.966271 -37.818259, 144.966284 -37.818287)
LINESTRING (144.966114 -37.818249, 144.966135 -37.8183)
LINESTRING (144.966135 -37.8183, 144.966147 -37.818326)
LINESTRING (144.96662 -37.818885, 144.966604 -37.818847)
LINESTRING (144.966604 -37.818847, 144.966589 -37.818805)
LINESTRING (144.966101 -37.817996, 144.966107 -37.818008)
LINESTRING (144.96522 -37.818249, 144.965228 -37.818265)
LINESTRING (144.965933 -37.814504, 144.965982 -37.814491)
LINESTRING (144.966118 -37.814451, 144.966166 -37.814438)
LINESTRING (144.966165 -37.814554, 144.966216 -37.814539)
